Model,a1_doc,a2_query,b_intercept,Train_R2,Test_R2,Test_MSE,Test_MAE,Adj_R2,F_stat,F_pvalue,AIC,BIC
BIM,-0.025779368886086475,0.6889402372505359,4.7135992270821685,0.49731442158477634,0.5012135528445059,24.756474061292785,3.6619360152055913,0.49680744979028024,980.9508674525227,0.0,66435.70939076244,66523.28850680261
BM25_Best,0.058958319271226745,1.3220781901619478,9.629807490832068,0.25250200456336735,0.26192841532442634,281.0918666729376,12.086783874338296,0.2517481329259046,334.94031611707044,0.0,93042.99558429726,93130.57470033743
