Model,Variable,Coefficient,Std_Error,T_statistic,P_value,CI_Lower,CI_Upper
BIM,a1_doc_length,-0.025779368886086475,0.002456428705127658,-10.494653816849429,1.2109352782028e-25,-0.03059441500997033,-0.02096432276220262
BIM,a2_query_length,0.6889402372505359,0.006694802394300213,102.90673221917385,0.0,0.6758172093965,0.7020632651045717
BM25_Best,a1_doc_length,0.058958319271226745,0.01851723247402795,3.1839703559331007,0.0014567813446639646,0.022661182593494054,0.09525545594895943
BM25_Best,a2_query_length,1.3220781901619478,0.02264373491690219,58.38604784121085,0.0,1.2776923597023508,1.3664640206215448
