model,w1_doc,w2_query,w3_topic,AUC
BM25_Best,3.0,1.0,0.0,0.5685178447391923
BM25_Best,3.0,1.0,0.5,0.5678235110700434
BM25_Best,3.0,1.0,1.0,0.5639530788163761
BM25_Best,3.0,1.0,1.5,0.5589403145151203
BM25_Best,3.0,1.0,2.0,0.5536025429644756
BM25_Best,3.0,1.5,0.0,0.5723976187787712
BM25_Best,3.0,1.5,0.5,0.5721425662983016
BM25_Best,3.0,1.5,1.0,0.5693223788944723
BM25_Best,3.0,1.5,1.5,0.5650106558819007
BM25_Best,3.0,1.5,2.0,0.5601622689937925
BM25_Best,3.0,2.0,0.0,0.5746380723289947
BM25_Best,3.0,2.0,0.5,0.5746441825087334
BM25_Best,3.0,2.0,1.0,0.5726118009458776
BM25_Best,3.0,2.0,1.5,0.5691262013903292
BM25_Best,3.0,2.0,2.0,0.5649182156515431
BM25_Best,3.0,3.0,0.0,0.576926130968471
BM25_Best,3.0,3.0,0.5,0.5771239106975234
BM25_Best,3.0,3.0,1.0,0.5760644055308368
BM25_Best,3.0,3.0,1.5,0.5739130248230261
BM25_Best,3.0,3.0,2.0,0.5708914730513646
