Model,Outcome,Feature,Coefficient,Odds_Ratio,P_value,Lower_CI,Upper_CI,complexity
BIM_Complex,1,7,-0.42124592084333884,0.6562287012485186,7.029615915037492e-14,1.1281552313550134,1.3461197326142011,Complex
BIM_Complex,1,8,-0.5392906178154071,0.5831617902631903,5.154978274812356e-10,1.0878376562448493,1.2977915430698503,Complex
BIM_Complex,2,0,0.1074538532452514,1.1134394779424543,0.022875911405923263,0.22760578988561736,0.2974331049870267,Complex
BIM_Complex,2,1,-0.09986081053472053,0.9049633706377752,0.0693550196408462,0.6357994138668316,0.8769240526760287,Complex
BIM_Complex,2,2,0.13856370523050257,1.1486228525230482,0.005984917339327158,0.8130024483101741,1.0609244630478496,Complex
BIM_Complex,2,3,0.05748107262836452,1.0591652232512065,0.18893245209784315,0.7344967649567746,0.8825135846260115,Complex
BIM_Complex,2,4,0.1654144619791354,1.1798820336288738,0.0003092497775943383,0.5877133304762127,0.7327315648828,Complex
BIM_Complex,2,5,0.17242796555763232,1.188186227199883,0.00012809272338341885,0.8126481778591567,0.973768238806511,Complex
BIM_Complex,2,6,-0.07394024750058235,0.9287271859540124,0.27617008773738316,0.25304464315114683,0.3300978773029602,Complex
BIM_Complex,2,7,-0.11701948007366973,0.8895678641470988,0.011211117869362894,0.4919489862184178,0.6912864608932842,Complex
BIM_Complex,2,8,0.017577659558383335,1.0177330557815278,0.7788367413961695,0.9002365314266169,1.1505649200760506,Complex
BM25_Best_Complex,0,0,-0.22922003109328226,0.7951535557493277,0.05345263154616704,0.6301177323963345,1.0034143537213003,Complex
BM25_Best_Complex,0,1,-0.3887824836837765,0.6778817043098642,0.001896846774864103,0.6612906221383634,1.1308546196476423,Complex
BM25_Best_Complex,0,2,-0.0003566257425162331,0.9996434378408852,0.9974512258384537,0.8108474013199609,1.3007767671976591,Complex
BM25_Best_Complex,0,3,-0.13969125609171312,0.8696266858971998,0.22580451120185574,0.530402090405384,0.8663683898508662,Complex
BM25_Best_Complex,0,4,0.3871859774242197,1.4728303790040782,0.00014423381219597366,1.1435323917789428,1.767116683230788,Complex
BM25_Best_Complex,0,5,0.03634082636048124,1.0370092263473192,0.7434581945188643,0.7099433017319351,1.1585607768356254,Complex
BM25_Best_Complex,0,6,-0.37257191617325686,0.688960102402118,0.0024213281791206865,0.8031872354940516,1.2441519967678127,Complex
BM25_Best_Complex,0,7,0.10994754153447411,1.1162195137601056,0.31019793761072356,0.7513987257828157,1.207403429812517,Complex
BM25_Best_Complex,0,8,-0.4036279396181936,0.6678925714119605,0.0012740365686258652,1.1327662430461918,1.753078506338062,Complex
BM25_Best_Complex,1,0,-0.1452941089524717,0.8647679197188294,0.2884542718558972,0.6936881841956295,1.090188055749374,Complex
BM25_Best_Complex,1,1,0.3517356433809878,1.4215326824689523,0.0015351732696829786,0.8584870748747301,1.36536422853954,Complex
BM25_Best_Complex,1,2,-0.04867335679931292,0.9524922039927292,0.6874806383723131,1.0598535975505838,1.6673931152326633,Complex
BM25_Best_Complex,1,3,0.07941878645250877,1.0826576294921226,0.5022635761852018,1.2062602327051515,1.7983095740896615,Complex
BM25_Best_Complex,1,4,-0.07907760421492216,0.9239682178345971,0.4830207707697206,0.7407942199072297,1.152435109004162,Complex
BM25_Best_Complex,1,5,0.26249783335878313,1.3001736511556177,0.012748576085189534,0.9740515082710303,1.461014156858194,Complex
BM25_Best_Complex,1,6,0.09848086904548664,1.1034932933124544,0.4325528845761403,0.8341906252773859,1.289139559884021,Complex
BM25_Best_Complex,1,7,0.017304060645381824,1.0174546432121652,0.8809755670594749,1.0575302921632876,1.5984899304409865,Complex
BM25_Best_Complex,1,8,-0.13024110077753476,0.8778837469490272,0.3634814712401706,1.1594054450476918,1.7810607474186166,Complex
BM25_Best_Complex,2,0,0.026643097775402688,1.0270011983340632,0.825115090966199,0.5415431925259971,0.8765063050426032,Complex
BM25_Best_Complex,2,1,-0.09769582183733866,0.9069247284994492,0.4342420468589526,0.8629002170429062,1.4111683185786223,Complex
BM25_Best_Complex,2,2,0.3430180164354352,1.409194150353171,0.002077389377032633,0.8218692833538936,1.3431691784520312,Complex
BM25_Best_Complex,2,3,0.2846960905045303,1.329357962217255,0.013784144262080899,0.9026670821654071,1.380294050282578,Complex
BM25_Best_Complex,2,4,0.17641986453011338,1.1929388262157667,0.08805246384207335,0.8112314124440287,1.2761019052198246,Complex
BM25_Best_Complex,2,5,0.36255821933763044,1.4370008797902163,0.0009313058240815443,0.7743231610048913,1.1964829185141315,Complex
BM25_Best_Complex,2,6,0.04942898045238096,1.0506709713880025,0.6932459567737181,0.5224764249482632,0.8537810811108896,Complex
BM25_Best_Complex,2,7,-0.03818980989894004,0.9625302257862971,0.7308308970334214,0.6628936420647709,1.1625995849903792,Complex
BM25_Best_Complex,2,8,-0.06965179214185456,0.9327185432932623,0.5852637026572637,0.7262862354616456,1.197825097773104,Complex
